X,Y,Z
7,-5,-15
7,-7,-15
5,-7,-15
5,-9,-15
3,-9,-15
3,-11,-15
1,-11,-15
1,-13,-15
-1,-13,-15
-1,-11,-15
-3,-11,-15
-3,-9,-15
-5,-9,-15
-5,-7,-15
-7,-7,-15
-7,-5,-15
-9,-5,-15
-9,-3,-15
-11,-3,-15
-11,-1,-15
-13,-1,-15
-13,1,-15
-11,1,-15
-11,3,-15
-9,3,-15
-9,5,-15
-7,5,-15
-7,7,-15
-5,7,-15
-5,9,-15
-3,9,-15
-3,9,-17
-1,9,-17
-1,11,-17
1,11,-17
1,9,-17
3,9,-17
3,7,-17
5,7,-17
5,5,-17
7,5,-17
7,3,-17
9,3,-17
9,1,-17
9,1,-19
9,-1,-19
7,-1,-19
7,-3,-19
5,-3,-19
5,-5,-19
3,-5,-19
3,-7,-19
1,-7,-19
1,-9,-19
-1,-9,-19
-1,-7,-19
-3,-7,-19
-3,-5,-19
-5,-5,-19
-5,-3,-19
-7,-3,-19
-7,-1,-19
-9,-1,-19
-9,1,-19
-7,1,-19
-7,3,-19
-5,3,-19
-5,5,-19
-3,5,-19
-3,5,-21
-1,5,-21
-1,7,-21
1,7,-21
1,5,-21
3,5,-21
3,3,-21
5,3,-21
5,1,-21
5,1,-23
5,-1,-23
3,-1,-23
3,-3,-23
1,-3,-23
1,-5,-23
-1,-5,-23
-1,-3,-23
-3,-3,-23
-3,-1,-23
-5,-1,-23
-5,1,-23
-3,1,-23
-3,1,-25
-3,-1,-25
-1,-1,-25
-1,-3,-25
1,-3,-25
1,-1,-25
3,-1,-25
3,1,-25
3,1,-23
3,3,-23
1,3,-23
1,5,-23
-1,5,-23
-1,3,-23
-3,3,-23
-3,3,-21
-5,3,-21
-5,1,-21
-7,1,-21
-7,-1,-21
-5,-1,-21
-5,-3,-21
-3,-3,-21
-3,-5,-21
-1,-5,-21
-1,-7,-21
1,-7,-21
1,-5,-21
3,-5,-21
3,-3,-21
5,-3,-21
5,-1,-21
7,-1,-21
7,1,-21
7,1,-19
7,3,-19
5,3,-19
5,5,-19
3,5,-19
3,7,-19
1,7,-19
1,9,-19
-1,9,-19
-1,7,-19
-3,7,-19
-3,7,-17
-5,7,-17
-5,5,-17
-7,5,-17
-7,3,-17
-9,3,-17
-9,1,-17
-11,1,-17
-11,-1,-17
-9,-1,-17
-9,-3,-17
-7,-3,-17
-7,-5,-17
-5,-5,-17
-5,-7,-17
-3,-7,-17
-3,-9,-17
-1,-9,-17
-1,-11,-17
1,-11,-17
1,-9,-17
3,-9,-17
3,-7,-17
5,-7,-17
5,-5,-17
7,-5,-17
7,-3,-17
9,-3,-17
9,-1,-17
11,-1,-17
11,1,-17
11,1,-15
11,3,-15
9,3,-15
9,5,-15
7,5,-15
7,7,-15
5,7,-15
5,9,-15
3,9,-15
3,11,-15
1,11,-15
1,13,-15
-1,13,-15
-1,11,-15
-3,11,-15
-3,11,-13
-5,11,-13
-5,9,-13
-7,9,-13
-7,7,-13
-9,7,-13
-9,5,-13
-11,5,-13
-11,3,-13
-13,3,-13
-13,1,-13
-15,1,-13
-15,-1,-13
-13,-1,-13
-13,-3,-13
-11,-3,-13
-11,-5,-13
-9,-5,-13
-9,-7,-13
-7,-7,-13
-7,-9,-13
-5,-9,-13
-5,-11,-13
-3,-11,-13
-3,-13,-13
-1,-13,-13
-1,-15,-13
1,-15,-13
1,-13,-13
3,-13,-13
3,-11,-13
5,-11,-13
5,-9,-13
7,-9,-13
7,-7,-13
9,-7,-13
9,-5,-13
11,-5,-13
11,-3,-13
13,-3,-13
13,-1,-13
15,-1,-13
15,1,-13
15,1,-11
15,3,-11
13,3,-11
13,5,-11
11,5,-11
11,7,-11
9,7,-11
9,9,-11
7,9,-11
7,11,-11
5,11,-11
5,13,-11
3,13,-11
3,15,-11
1,15,-11
1,17,-11
-1,17,-11
-1,15,-11
-3,15,-11
-3,15,-9
-5,15,-9
-5,13,-9
-7,13,-9
-7,11,-9
-9,11,-9
-9,9,-9
-11,9,-9
-11,7,-9
-13,7,-9
-13,5,-9
-15,5,-9
-15,3,-9
-17,3,-9
-17,1,-9
-19,1,-9
-19,-1,-9
-17,-1,-9
-17,-3,-9
-15,-3,-9
-15,-5,-9
-13,-5,-9
-13,-7,-9
-11,-7,-9
-11,-9,-9
-9,-9,-9
-9,-11,-9
-7,-11,-9
-7,-13,-9
-5,-13,-9
-5,-15,-9
-3,-15,-9
-3,-17,-9
-1,-17,-9
-1,-19,-9
1,-19,-9
1,-17,-9
3,-17,-9
3,-15,-9
5,-15,-9
5,-13,-9
7,-13,-9
7,-11,-9
9,-11,-9
9,-9,-9
11,-9,-9
11,-7,-9
13,-7,-9
13,-5,-9
15,-5,-9
15,-3,-9
17,-3,-9
17,-1,-9
19,-1,-9
19,1,-9
19,1,-7
19,3,-7
17,3,-7
17,5,-7
15,5,-7
15,7,-7
13,7,-7
13,9,-7
11,9,-7
11,11,-7
9,11,-7
9,13,-7
7,13,-7
7,15,-7
5,15,-7
5,17,-7
3,17,-7
3,19,-7
1,19,-7
1,21,-7
-1,21,-7
-1,19,-7
-3,19,-7
-3,19,-5
-5,19,-5
-5,17,-5
-7,17,-5
-7,15,-5
-9,15,-5
-9,13,-5
-11,13,-5
-11,11,-5
-13,11,-5
-13,9,-5
-15,9,-5
-15,7,-5
-17,7,-5
-17,5,-5
-19,5,-5
-19,3,-5
-21,3,-5
-21,1,-5
-23,1,-5
-23,-1,-5
-21,-1,-5
-21,-3,-5
-19,-3,-5
-19,-5,-5
-17,-5,-5
-17,-7,-5
-15,-7,-5
-15,-9,-5
-13,-9,-5
-13,-11,-5
-11,-11,-5
-11,-13,-5
-9,-13,-5
-9,-15,-5
-7,-15,-5
-7,-17,-5
-5,-17,-5
-5,-19,-5
-3,-19,-5
-3,-21,-5
-1,-21,-5
-1,-23,-5
1,-23,-5
1,-21,-5
3,-21,-5
3,-19,-5
5,-19,-5
5,-17,-5
7,-17,-5
7,-15,-5
9,-15,-5
9,-13,-5
11,-13,-5
11,-11,-5
13,-11,-5
13,-9,-5
15,-9,-5
15,-7,-5
17,-7,-5
17,-5,-5
19,-5,-5
19,-3,-5
21,-3,-5
21,-1,-5
23,-1,-5
23,1,-5
23,1,-3
23,3,-3
21,3,-3
21,5,-3
19,5,-3
19,7,-3
17,7,-3
17,9,-3
15,9,-3
15,11,-3
13,11,-3
13,13,-3
11,13,-3
11,15,-3
9,15,-3
9,17,-3
7,17,-3
7,19,-3
5,19,-3
5,21,-3
3,21,-3
3,23,-3
1,23,-3
1,25,-3
-1,25,-3
-1,23,-3
-3,23,-3
-3,23,-1
-5,23,-1
-5,21,-1
-7,21,-1
-7,19,-1
-9,19,-1
-9,17,-1
-11,17,-1
-11,15,-1
-13,15,-1
-13,13,-1
-15,13,-1
-15,11,-1
-17,11,-1
-17,9,-1
-19,9,-1
-19,7,-1
-21,7,-1
-21,5,-1
-23,5,-1
-23,3,-1
-25,3,-1
-25,1,-1
-27,1,-1
-27,-1,-1
-25,-1,-1
-25,-3,-1
-23,-3,-1
-23,-5,-1
-21,-5,-1
-21,-7,-1
-19,-7,-1
-19,-9,-1
-17,-9,-1
-17,-11,-1
-15,-11,-1
-15,-13,-1
-13,-13,-1
-13,-15,-1
-11,-15,-1
-11,-17,-1
-9,-17,-1
-9,-19,-1
-7,-19,-1
-7,-21,-1
-5,-21,-1
-5,-23,-1
-3,-23,-1
-3,-25,-1
-1,-25,-1
-1,-27,-1
1,-27,-1
1,-25,-1
3,-25,-1
3,-23,-1
5,-23,-1
5,-21,-1
7,-21,-1
7,-19,-1
9,-19,-1
9,-17,-1
11,-17,-1
11,-15,-1
13,-15,-1
13,-13,-1
15,-13,-1
15,-11,-1
17,-11,-1
17,-9,-1
19,-9,-1
19,-7,-1
21,-7,-1
21,-5,-1
23,-5,-1
23,-3,-1
25,-3,-1
25,-1,-1
27,-1,-1
27,1,-1
27,1,1
27,-1,1
25,-1,1
25,-3,1
23,-3,1
23,-5,1
21,-5,1
21,-7,1
19,-7,1
19,-9,1
17,-9,1
17,-11,1
15,-11,1
15,-13,1
13,-13,1
13,-15,1
11,-15,1
11,-17,1
9,-17,1
9,-19,1
7,-19,1
7,-21,1
5,-21,1
5,-23,1
3,-23,1
3,-25,1
1,-25,1
1,-27,1
-1,-27,1
-1,-25,1
-3,-25,1
-3,-23,1
-5,-23,1
-5,-21,1
-7,-21,1
-7,-19,1
-9,-19,1
-9,-17,1
-11,-17,1
-11,-15,1
-13,-15,1
-13,-13,1
-15,-13,1
-15,-11,1
-17,-11,1
-17,-9,1
-19,-9,1
-19,-7,1
-21,-7,1
-21,-5,1
-23,-5,1
-23,-3,1
-25,-3,1
-25,-1,1
-27,-1,1
-27,1,1
-25,1,1
-25,3,1
-23,3,1
-23,5,1
-21,5,1
-21,7,1
-19,7,1
-19,9,1
-17,9,1
-17,11,1
-15,11,1
-15,13,1
-13,13,1
-13,15,1
-11,15,1
-11,17,1
-9,17,1
-9,19,1
-7,19,1
-7,21,1
-5,21,1
-5,23,1
-3,23,1
-3,23,3
-1,23,3
-1,25,3
1,25,3
1,23,3
3,23,3
3,21,3
5,21,3
5,19,3
7,19,3
7,17,3
9,17,3
9,15,3
11,15,3
11,13,3
13,13,3
13,11,3
15,11,3
15,9,3
17,9,3
17,7,3
19,7,3
19,5,3
21,5,3
21,3,3
23,3,3
23,1,3
23,1,5
23,-1,5
21,-1,5
21,-3,5
19,-3,5
19,-5,5
17,-5,5
17,-7,5
15,-7,5
15,-9,5
13,-9,5
13,-11,5
11,-11,5
11,-13,5
9,-13,5
9,-15,5
7,-15,5
7,-17,5
5,-17,5
5,-19,5
3,-19,5
3,-21,5
1,-21,5
1,-23,5
-1,-23,5
-1,-21,5
-3,-21,5
-3,-19,5
-5,-19,5
-5,-17,5
-7,-17,5
-7,-15,5
-9,-15,5
-9,-13,5
-11,-13,5
-11,-11,5
-13,-11,5
-13,-9,5
-15,-9,5
-15,-7,5
-17,-7,5
-17,-5,5
-19,-5,5
-19,-3,5
-21,-3,5
-21,-1,5
-23,-1,5
-23,1,5
-21,1,5
-21,3,5
-19,3,5
-19,5,5
-17,5,5
-17,7,5
-15,7,5
-15,9,5
-13,9,5
-13,11,5
-11,11,5
-11,13,5
-9,13,5
-9,15,5
-7,15,5
-7,17,5
-5,17,5
-5,19,5
-3,19,5
-3,19,7
-1,19,7
-1,21,7
1,21,7
1,19,7
3,19,7
3,17,7
5,17,7
5,15,7
7,15,7
7,13,7
9,13,7
9,11,7
11,11,7
11,9,7
13,9,7
13,7,7
15,7,7
15,5,7
17,5,7
17,3,7
19,3,7
19,1,7
19,1,9
19,-1,9
17,-1,9
17,-3,9
15,-3,9
15,-5,9
13,-5,9
13,-7,9
11,-7,9
11,-9,9
9,-9,9
9,-11,9
7,-11,9
7,-13,9
5,-13,9
5,-15,9
3,-15,9
3,-17,9
1,-17,9
1,-19,9
-1,-19,9
-1,-17,9
-3,-17,9
-3,-15,9
-5,-15,9
-5,-13,9
-7,-13,9
-7,-11,9
-9,-11,9
-9,-9,9
-11,-9,9
-11,-7,9
-13,-7,9
-13,-5,9
-15,-5,9
-15,-3,9
-17,-3,9
-17,-1,9
-19,-1,9
-19,1,9
-17,1,9
-17,3,9
-15,3,9
-15,5,9
-13,5,9
-13,7,9
-11,7,9
-11,9,9
-9,9,9
-9,11,9
-7,11,9
-7,13,9
-5,13,9
-5,15,9
-3,15,9
-3,15,11
-1,15,11
-1,17,11
1,17,11
1,15,11
3,15,11
3,13,11
5,13,11
5,11,11
7,11,11
7,9,11
9,9,11
9,7,11
11,7,11
11,5,11
13,5,11
13,3,11
15,3,11
15,1,11
15,1,13
15,-1,13
13,-1,13
13,-3,13
11,-3,13
11,-5,13
9,-5,13
9,-7,13
7,-7,13
7,-9,13
5,-9,13
5,-11,13
3,-11,13
3,-13,13
1,-13,13
1,-15,13
-1,-15,13
-1,-13,13
-3,-13,13
-3,-11,13
-5,-11,13
-5,-9,13
-7,-9,13
-7,-7,13
-9,-7,13
-9,-5,13
-11,-5,13
-11,-3,13
-13,-3,13
-13,-1,13
-15,-1,13
-15,1,13
-13,1,13
-13,3,13
-11,3,13
-11,5,13
-9,5,13
-9,7,13
-7,7,13
-7,9,13
-5,9,13
-5,11,13
-3,11,13
-3,11,15
-1,11,15
-1,13,15
1,13,15
1,11,15
3,11,15
3,9,15
5,9,15
5,7,15
7,7,15
7,5,15
9,5,15
9,3,15
11,3,15
11,1,15
11,1,17
11,-1,17
9,-1,17
9,-3,17
7,-3,17
7,-5,17
5,-5,17
5,-7,17
3,-7,17
3,-9,17
1,-9,17
1,-11,17
-1,-11,17
-1,-9,17
-3,-9,17
-3,-7,17
-5,-7,17
-5,-5,17
-7,-5,17
-7,-3,17
-9,-3,17
-9,-1,17
-11,-1,17
-11,1,17
-9,1,17
-9,3,17
-7,3,17
-7,5,17
-5,5,17
-5,7,17
-3,7,17
-3,7,19
-1,7,19
-1,9,19
1,9,19
1,7,19
3,7,19
3,5,19
5,5,19
5,3,19
7,3,19
7,1,19
7,1,21
7,-1,21
5,-1,21
5,-3,21
3,-3,21
3,-5,21
1,-5,21
1,-7,21
-1,-7,21
-1,-5,21
-3,-5,21
-3,-3,21
-5,-3,21
-5,-1,21
-7,-1,21
-7,1,21
-5,1,21
-5,3,21
-3,3,21
-3,3,23
-1,3,23
-1,5,23
1,5,23
1,3,23
3,3,23
3,1,23
1,1,23
1,-1,23
-1,-1,23
-1,1,23
-1,1,21
-1,3,21
1,3,21
1,1,21
3,1,21
3,-1,21
1,-1,21
1,-3,21
-1,-3,21
-1,-1,21
-3,-1,21
-3,1,21
-3,1,19
-5,1,19
-5,-1,19
-3,-1,19
-3,-3,19
-1,-3,19
-1,-5,19
1,-5,19
1,-3,19
3,-3,19
3,-1,19
5,-1,19
5,1,19
5,1,17
5,3,17
3,3,17
3,5,17
1,5,17
1,7,17
-1,7,17
-1,5,17
-3,5,17
-3,5,15
-5,5,15
-5,3,15
-7,3,15
-7,1,15
-9,1,15
-9,-1,15
-7,-1,15
-7,-3,15
-5,-3,15
-5,-5,15
-3,-5,15
-3,-7,15
-1,-7,15
-1,-9,15
1,-9,15
1,-7,15
3,-7,15
3,-5,15
5,-5,15
5,-3,15
7,-3,15
7,-1,15
9,-1,15
9,1,15
9,1,13
9,3,13
7,3,13
7,5,13
5,5,13
5,7,13
3,7,13
3,9,13
1,9,13
1,11,13
-1,11,13
-1,9,13
-3,9,13
-3,9,11
-5,9,11
-5,7,11
-7,7,11
-7,5,11
-9,5,11
-9,3,11
-11,3,11
-11,1,11
-13,1,11
-13,-1,11
-11,-1,11
-11,-3,11
-9,-3,11
-9,-5,11
-7,-5,11
-7,-7,11
-5,-7,11
-5,-9,11
-3,-9,11
-3,-11,11
-1,-11,11
-1,-13,11
1,-13,11
1,-11,11
3,-11,11
3,-9,11
5,-9,11
5,-7,11
7,-7,11
7,-5,11
9,-5,11
9,-3,11
11,-3,11
11,-1,11
13,-1,11
13,1,11
13,1,9
13,3,9
11,3,9
11,5,9
9,5,9
9,7,9
7,7,9
7,9,9
5,9,9
5,11,9
3,11,9
3,13,9
1,13,9
1,15,9
-1,15,9
-1,13,9
-3,13,9
-3,13,7
-5,13,7
-5,11,7
-7,11,7
-7,9,7
-9,9,7
-9,7,7
-11,7,7
-11,5,7
-13,5,7
-13,3,7
-15,3,7
-15,1,7
-17,1,7
-17,-1,7
-15,-1,7
-15,-3,7
-13,-3,7
-13,-5,7
-11,-5,7
-11,-7,7
-9,-7,7
-9,-9,7
-7,-9,7
-7,-11,7
-5,-11,7
-5,-13,7
-3,-13,7
-3,-15,7
-1,-15,7
-1,-17,7
1,-17,7
1,-15,7
3,-15,7
3,-13,7
5,-13,7
5,-11,7
7,-11,7
7,-9,7
9,-9,7
9,-7,7
11,-7,7
11,-5,7
13,-5,7
13,-3,7
15,-3,7
15,-1,7
17,-1,7
17,1,7
17,1,5
17,3,5
15,3,5
15,5,5
13,5,5
13,7,5
11,7,5
11,9,5
9,9,5
9,11,5
7,11,5
7,13,5
5,13,5
5,15,5
3,15,5
3,17,5
1,17,5
1,19,5
-1,19,5
-1,17,5
-3,17,5
-3,17,3
-5,17,3
-5,15,3
-7,15,3
-7,13,3
-9,13,3
-9,11,3
-11,11,3
-11,9,3
-13,9,3
-13,7,3
-15,7,3
-15,5,3
-17,5,3
-17,3,3
-19,3,3
-19,1,3
-21,1,3
-21,-1,3
-19,-1,3
-19,-3,3
-17,-3,3
-17,-5,3
-15,-5,3
-15,-7,3
-13,-7,3
-13,-9,3
-11,-9,3
-11,-11,3
-9,-11,3
-9,-13,3
-7,-13,3
-7,-15,3
-5,-15,3
-5,-17,3
-3,-17,3
-3,-19,3
-1,-19,3
-1,-21,3
1,-21,3
1,-19,3
3,-19,3
3,-17,3
5,-17,3
5,-15,3
7,-15,3
7,-13,3
9,-13,3
9,-11,3
11,-11,3
11,-9,3
13,-9,3
13,-7,3
15,-7,3
15,-5,3
17,-5,3
17,-3,3
19,-3,3
19,-1,3
21,-1,3
21,1,3
21,1,1
21,3,1
19,3,1
19,5,1
17,5,1
17,7,1
15,7,1
15,9,1
13,9,1
13,11,1
11,11,1
11,13,1
9,13,1
9,15,1
7,15,1
7,17,1
5,17,1
5,19,1
3,19,1
3,21,1
1,21,1
1,23,1
-1,23,1
-1,21,1
-3,21,1
-3,21,-1
-1,21,-1
-1,23,-1
1,23,-1
1,21,-1
3,21,-1
3,19,-1
5,19,-1
5,17,-1
7,17,-1
7,15,-1
9,15,-1
9,13,-1
11,13,-1
11,11,-1
13,11,-1
13,9,-1
15,9,-1
15,7,-1
17,7,-1
17,5,-1
19,5,-1
19,3,-1
21,3,-1
21,1,-1
21,1,-3
21,-1,-3
19,-1,-3
19,-3,-3
17,-3,-3
17,-5,-3
15,-5,-3
15,-7,-3
13,-7,-3
13,-9,-3
11,-9,-3
11,-11,-3
9,-11,-3
9,-13,-3
7,-13,-3
7,-15,-3
5,-15,-3
5,-17,-3
3,-17,-3
3,-19,-3
1,-19,-3
1,-21,-3
-1,-21,-3
-1,-19,-3
-3,-19,-3
-3,-17,-3
-5,-17,-3
-5,-15,-3
-7,-15,-3
-7,-13,-3
-9,-13,-3
-9,-11,-3
-11,-11,-3
-11,-9,-3
-13,-9,-3
-13,-7,-3
-15,-7,-3
-15,-5,-3
-17,-5,-3
-17,-3,-3
-19,-3,-3
-19,-1,-3
-21,-1,-3
-21,1,-3
-19,1,-3
-19,3,-3
-17,3,-3
-17,5,-3
-15,5,-3
-15,7,-3
-13,7,-3
-13,9,-3
-11,9,-3
-11,11,-3
-9,11,-3
-9,13,-3
-7,13,-3
-7,15,-3
-5,15,-3
-5,17,-3
-3,17,-3
-3,17,-5
-1,17,-5
-1,19,-5
1,19,-5
1,17,-5
3,17,-5
3,15,-5
5,15,-5
5,13,-5
7,13,-5
7,11,-5
9,11,-5
9,9,-5
11,9,-5
11,7,-5
13,7,-5
13,5,-5
15,5,-5
15,3,-5
17,3,-5
17,1,-5
17,1,-7
17,-1,-7
15,-1,-7
15,-3,-7
13,-3,-7
13,-5,-7
11,-5,-7
11,-7,-7
9,-7,-7
9,-9,-7
7,-9,-7
7,-11,-7
5,-11,-7
5,-13,-7
3,-13,-7
3,-15,-7
1,-15,-7
1,-17,-7
-1,-17,-7
-1,-15,-7
-3,-15,-7
-3,-13,-7
-5,-13,-7
-5,-11,-7
-7,-11,-7
-7,-9,-7
-9,-9,-7
-9,-7,-7
-11,-7,-7
-11,-5,-7
-13,-5,-7
-13,-3,-7
-15,-3,-7
-15,-1,-7
-17,-1,-7
-17,1,-7
-15,1,-7
-15,3,-7
-13,3,-7
-13,5,-7
-11,5,-7
-11,7,-7
-9,7,-7
-9,9,-7
-7,9,-7
-7,11,-7
-5,11,-7
-5,13,-7
-3,13,-7
-3,13,-9
-1,13,-9
-1,15,-9
1,15,-9
1,13,-9
3,13,-9
3,11,-9
5,11,-9
5,9,-9
7,9,-9
7,7,-9
9,7,-9
9,5,-9
11,5,-9
11,3,-9
13,3,-9
13,1,-9
13,1,-11
13,-1,-11
11,-1,-11
11,-3,-11
9,-3,-11
9,-5,-11
7,-5,-11
7,-7,-11
5,-7,-11
5,-9,-11
3,-9,-11
3,-11,-11
1,-11,-11
1,-13,-11
-1,-13,-11
-1,-11,-11
-3,-11,-11
-3,-9,-11
-5,-9,-11
-5,-7,-11
-7,-7,-11
-7,-5,-11
-9,-5,-11
-9,-3,-11
-11,-3,-11
-11,-1,-11
-13,-1,-11
-13,1,-11
-11,1,-11
-11,3,-11
-9,3,-11
-9,5,-11
-7,5,-11
-7,7,-11
-5,7,-11
-5,9,-11
-3,9,-11
-3,9,-13
-1,9,-13
-1,11,-13
1,11,-13
1,9,-13
3,9,-13
3,7,-13
5,7,-13
5,5,-13
7,5,-13
7,3,-13
9,3,-13
9,1,-13
9,1,-15
9,-1,-15
7,-1,-15
7,-3,-15
5,-3,-15
5,-5,-15
3,-5,-15
3,-7,-15
1,-7,-15
1,-9,-15
-1,-9,-15
-1,-7,-15
-3,-7,-15
-3,-5,-15
-5,-5,-15
-5,-3,-15
-7,-3,-15
-7,-1,-15
-9,-1,-15
-9,1,-15
-7,1,-15
-7,3,-15
-5,3,-15
-5,5,-15
-3,5,-15
-3,5,-17
-1,5,-17
-1,7,-17
1,7,-17
1,5,-17
3,5,-17
3,3,-17
5,3,-17
5,1,-17
5,1,-19
5,-1,-19
3,-1,-19
3,-3,-19
1,-3,-19
1,-5,-19
-1,-5,-19
-1,-3,-19
-3,-3,-19
-3,-1,-19
-5,-1,-19
-5,1,-19
-3,1,-19
-3,1,-21
-3,-1,-21
-1,-1,-21
-1,-3,-21
1,-3,-21
1,-1,-21
3,-1,-21
3,1,-21
3,1,-19
3,3,-19
1,3,-19
1,5,-19
-1,5,-19
-1,3,-19
-3,3,-19
-3,3,-17
-5,3,-17
-5,1,-17
-7,1,-17
-7,-1,-17
-5,-1,-17
-5,-3,-17
-3,-3,-17
-3,-5,-17
-1,-5,-17
-1,-7,-17
1,-7,-17
1,-5,-17
3,-5,-17
3,-3,-17
5,-3,-17
5,-1,-17
7,-1,-17
7,1,-17
7,1,-15
7,3,-15
5,3,-15
5,5,-15
3,5,-15
3,7,-15
1,7,-15
1,9,-15
-1,9,-15
-1,7,-15
-3,7,-15
-3,7,-13
-5,7,-13
-5,5,-13
-7,5,-13
-7,3,-13
-9,3,-13
-9,1,-13
-11,1,-13
-11,-1,-13
-9,-1,-13
-9,-3,-13
-7,-3,-13
-7,-5,-13
-5,-5,-13
-5,-7,-13
-3,-7,-13
-3,-9,-13
-1,-9,-13
-1,-11,-13
1,-11,-13
1,-9,-13
3,-9,-13
3,-7,-13
5,-7,-13
5,-5,-13
7,-5,-13
7,-3,-13
9,-3,-13
9,-1,-13
11,-1,-13
11,1,-13
11,1,-11
11,3,-11
9,3,-11
9,5,-11
7,5,-11
7,7,-11
5,7,-11
5,9,-11
3,9,-11
3,11,-11
1,11,-11
1,13,-11
-1,13,-11
-1,11,-11
-3,11,-11
-3,11,-9
-5,11,-9
-5,9,-9
-7,9,-9
-7,7,-9
-9,7,-9
-9,5,-9
-11,5,-9
-11,3,-9
-13,3,-9
-13,1,-9
-15,1,-9
-15,-1,-9
-13,-1,-9
-13,-3,-9
-11,-3,-9
-11,-5,-9
-9,-5,-9
-9,-7,-9
-7,-7,-9
-7,-9,-9
-5,-9,-9
-5,-11,-9
-3,-11,-9
-3,-13,-9
-1,-13,-9
-1,-15,-9
1,-15,-9
1,-13,-9
3,-13,-9
3,-11,-9
5,-11,-9
5,-9,-9
7,-9,-9
7,-7,-9
9,-7,-9
9,-5,-9
11,-5,-9
11,-3,-9
13,-3,-9
13,-1,-9
15,-1,-9
15,1,-9
15,1,-7
15,3,-7
13,3,-7
13,5,-7
11,5,-7
11,7,-7
9,7,-7
9,9,-7
7,9,-7
7,11,-7
5,11,-7
5,13,-7
3,13,-7
3,15,-7
1,15,-7
1,17,-7
-1,17,-7
-1,15,-7
-3,15,-7
-3,15,-5
-5,15,-5
-5,13,-5
-7,13,-5
-7,11,-5
-9,11,-5
-9,9,-5
-11,9,-5
-11,7,-5
-13,7,-5
-13,5,-5
-15,5,-5
-15,3,-5
-17,3,-5
-17,1,-5
-19,1,-5
-19,-1,-5
-17,-1,-5
-17,-3,-5
-15,-3,-5
-15,-5,-5
-13,-5,-5
-13,-7,-5
-11,-7,-5
-11,-9,-5
-9,-9,-5
-9,-11,-5
-7,-11,-5
-7,-13,-5
-5,-13,-5
-5,-15,-5
-3,-15,-5
-3,-17,-5
-1,-17,-5
-1,-19,-5
1,-19,-5
1,-17,-5
3,-17,-5
3,-15,-5
5,-15,-5
5,-13,-5
7,-13,-5
7,-11,-5
9,-11,-5
9,-9,-5
11,-9,-5
11,-7,-5
13,-7,-5
13,-5,-5
15,-5,-5
15,-3,-5
17,-3,-5
17,-1,-5
19,-1,-5
19,1,-5
19,1,-3
19,3,-3
17,3,-3
17,5,-3
15,5,-3
15,7,-3
13,7,-3
13,9,-3
11,9,-3
11,11,-3
9,11,-3
9,13,-3
7,13,-3
7,15,-3
5,15,-3
5,17,-3
3,17,-3
3,19,-3
1,19,-3
1,21,-3
-1,21,-3
-1,19,-3
-3,19,-3
-3,19,-1
-5,19,-1
-5,17,-1
-7,17,-1
-7,15,-1
-9,15,-1
-9,13,-1
-11,13,-1
-11,11,-1
-13,11,-1
-13,9,-1
-15,9,-1
-15,7,-1
-17,7,-1
-17,5,-1
-19,5,-1
-19,3,-1
-21,3,-1
-21,1,-1
-23,1,-1
-23,-1,-1
-21,-1,-1
-21,-3,-1
-19,-3,-1
-19,-5,-1
-17,-5,-1
-17,-7,-1
-15,-7,-1
-15,-9,-1
-13,-9,-1
-13,-11,-1
-11,-11,-1
-11,-13,-1
-9,-13,-1
-9,-15,-1
-7,-15,-1
-7,-17,-1
-5,-17,-1
-5,-19,-1
-3,-19,-1
-3,-21,-1
-1,-21,-1
-1,-23,-1
1,-23,-1
1,-21,-1
3,-21,-1
3,-19,-1
5,-19,-1
5,-17,-1
7,-17,-1
7,-15,-1
9,-15,-1
9,-13,-1
11,-13,-1
11,-11,-1
13,-11,-1
13,-9,-1
15,-9,-1
15,-7,-1
17,-7,-1
17,-5,-1
19,-5,-1
19,-3,-1
21,-3,-1
21,-1,-1
23,-1,-1
23,1,-1
23,1,1
23,-1,1
21,-1,1
21,-3,1
19,-3,1
19,-5,1
17,-5,1
17,-7,1
15,-7,1
15,-9,1
13,-9,1
13,-11,1
11,-11,1
11,-13,1
9,-13,1
9,-15,1
7,-15,1
7,-17,1
5,-17,1
5,-19,1
3,-19,1
3,-21,1
1,-21,1
1,-23,1
-1,-23,1
-1,-21,1
-3,-21,1
-3,-19,1
-5,-19,1
-5,-17,1
-7,-17,1
-7,-15,1
-9,-15,1
-9,-13,1
-11,-13,1
-11,-11,1
-13,-11,1
-13,-9,1
-15,-9,1
-15,-7,1
-17,-7,1
-17,-5,1
-19,-5,1
-19,-3,1
-21,-3,1
-21,-1,1
-23,-1,1
-23,1,1
-21,1,1
-21,3,1
-19,3,1
-19,5,1
-17,5,1
-17,7,1
-15,7,1
-15,9,1
-13,9,1
-13,11,1
-11,11,1
-11,13,1
-9,13,1
-9,15,1
-7,15,1
-7,17,1
-5,17,1
-5,19,1
-3,19,1
-3,19,3
-1,19,3
-1,21,3
1,21,3
1,19,3
3,19,3
3,17,3
5,17,3
5,15,3
7,15,3
7,13,3
9,13,3
9,11,3
11,11,3
11,9,3
13,9,3
13,7,3
15,7,3
15,5,3
17,5,3
17,3,3
19,3,3
19,1,3
19,1,5
19,-1,5
17,-1,5
17,-3,5
15,-3,5
15,-5,5
13,-5,5
13,-7,5
